temperature_one,temperature_two,vibration_x,vibration_y,vibration_z,magnetic_flux_x,magnetic_flux_y,magnetic_flux_z,health_status
17.93,17.93,17835600.0,91.0,938.965,2.0,0.0,8.0,unhealthy
23.53,23.53,-41.0,84.0,1024.0,10.0,0.0,47.0,unhealthy
31.0,35.6,1.06,1.62,1.42,1.98,1.02,1.02,healthy
32.2,31.0,1.07,1.63,1.44,1.23,1.27,1.68,healthy
34.9,34.4,1.49,1.37,1.92,1.53,1.05,1.53,healthy
33.8,30.1,1.81,1.46,1.46,1.14,1.55,1.29,healthy
23.53,23.53,-49.0,85.0,1023.0,10.0,0.0,47.0,unhealthy
18.13,18.13,17835600.0,78.0,952.148,2.0,0.0,8.0,unhealthy
23.56,23.56,-54.0,79.0,1018.0,10.0,0.0,47.0,unhealthy
23.46,23.46,-40.0,87.0,1020.0,10.0,0.0,47.0,unhealthy
18.45,18.45,17835500.0,96.0,965.82,2.0,0.0,9.0,unhealthy
32.5,39.1,1.3,1.26,1.14,1.75,1.1,1.15,healthy
23.49,23.49,-46.0,79.0,1020.0,10.0,0.0,47.0,unhealthy
17.96,17.96,17835600.0,91.0,980.469,2.0,0.0,8.0,unhealthy
23.59,23.59,-45.0,90.0,1012.0,10.0,0.0,47.0,unhealthy
39.0,34.6,1.68,1.05,2.0,1.28,1.86,1.29,healthy
23.39,23.39,-46.0,84.0,1014.0,10.0,0.0,47.0,unhealthy
23.46,23.46,-32.0,80.0,1017.0,10.0,0.0,47.0,unhealthy
18.19,18.19,17835600.0,102.0,971.191,2.0,0.0,8.0,unhealthy
36.3,30.6,1.53,1.03,1.75,1.97,1.85,1.89,healthy
17.93,17.93,17835600.0,100.0,961.426,2.0,0.0,8.0,unhealthy
30.4,36.1,1.67,1.1,1.72,1.2,1.04,1.51,healthy
17.83,17.83,17835500.0,86.0,970.703,2.0,0.0,8.0,unhealthy
18.45,18.45,17835500.0,82.0,939.453,2.0,0.0,9.0,unhealthy
34.4,36.4,1.58,1.45,1.91,1.52,1.81,1.15,healthy
38.1,31.9,1.15,1.47,1.89,1.03,1.72,1.12,healthy
34.7,34.1,1.42,1.51,1.14,1.54,1.37,1.63,healthy
34.1,31.3,1.33,1.25,1.79,1.86,1.64,1.05,healthy
34.3,38.4,1.1,1.41,1.4,1.57,1.88,1.69,healthy
23.53,23.53,-58.0,79.0,1021.0,10.0,0.0,47.0,unhealthy
33.5,39.4,1.68,1.93,1.94,1.11,1.78,1.8,healthy
34.0,35.6,1.11,1.3,1.94,1.01,1.73,1.76,healthy
37.2,35.6,1.9,1.53,1.7,1.08,1.59,1.98,healthy
30.8,39.2,1.51,1.29,1.37,1.36,1.31,1.23,healthy
18.19,18.19,17835600.0,82.0,949.707,2.0,0.0,8.0,unhealthy
23.59,23.59,-50.0,76.0,1023.0,10.0,0.0,47.0,unhealthy
38.6,31.7,1.37,1.25,1.48,1.67,1.42,1.92,healthy
23.36,23.36,-49.0,73.0,1023.0,10.0,0.0,47.0,unhealthy
18.09,18.09,17835500.0,91.0,949.707,2.0,0.0,8.0,unhealthy
39.6,38.5,1.33,1.99,1.51,1.49,1.39,1.75,healthy
23.62,23.62,-54.0,84.0,1017.0,10.0,0.0,47.0,unhealthy
18.19,18.19,17835600.0,102.0,971.191,2.0,0.0,8.0,unhealthy
35.7,33.4,1.36,1.26,1.36,1.21,1.31,1.58,healthy
22.83,22.01,-52.0,89.0,1010.0,10.0,0.0,47.0,unhealthy
22.87,22.01,-48.0,75.0,1020.0,10.0,0.0,47.0,unhealthy
33.1,37.3,1.12,1.54,1.47,1.65,1.31,1.47,healthy
18.19,18.19,17835600.0,104.0,984.375,2.0,0.0,8.0,unhealthy
23.49,23.49,-46.0,82.0,1012.0,10.0,0.0,47.0,unhealthy
37.1,31.9,1.49,1.67,1.1,1.23,1.32,1.88,healthy
23.56,23.56,-50.0,76.0,1020.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-54.0,82.0,1014.0,10.0,0.0,47.0,unhealthy
35.4,31.5,1.27,1.73,1.62,1.67,1.4,1.92,healthy
22.87,22.01,-61.0,84.0,1024.0,10.0,0.0,47.0,unhealthy
30.9,32.8,1.17,1.77,1.62,1.13,1.47,1.19,healthy
30.6,38.6,1.9,1.32,1.55,1.14,1.95,1.01,healthy
17.8,17.8,17835600.0,97.0,983.887,2.0,0.0,8.0,unhealthy
18.13,18.13,17835600.0,79.0,957.031,2.0,0.0,8.0,unhealthy
33.3,35.4,1.71,1.96,1.97,1.95,1.31,1.21,healthy
32.5,35.2,1.39,1.72,1.71,1.37,1.85,1.7,healthy
18.09,18.09,17835600.0,103.0,984.863,2.0,0.0,8.0,unhealthy
37.4,35.7,1.59,1.69,1.78,1.75,1.17,1.53,healthy
31.5,35.5,1.99,1.07,1.74,1.7,1.95,1.16,healthy
31.8,38.5,1.72,1.52,1.38,1.77,1.87,1.25,healthy
23.56,23.56,-46.0,77.0,1024.0,10.0,0.0,47.0,unhealthy
23.43,23.43,-57.0,77.0,1014.0,10.0,0.0,47.0,unhealthy
33.5,33.7,1.23,1.39,1.41,1.91,2.0,1.3,healthy
35.4,38.2,1.79,1.36,1.06,1.02,1.28,1.24,healthy
18.03,18.03,17835600.0,114.0,982.422,2.0,0.0,8.0,unhealthy
17.96,17.96,17835600.0,81.0,983.398,2.0,0.0,8.0,unhealthy
37.3,36.5,1.41,1.18,1.8,1.46,1.14,1.17,healthy
23.53,23.53,-52.0,83.0,1020.0,10.0,0.0,47.0,unhealthy
23.62,23.62,-54.0,80.0,1022.0,10.0,0.0,47.0,unhealthy
18.13,18.13,17835600.0,109.0,946.777,2.0,0.0,8.0,unhealthy
33.1,38.4,1.58,1.72,1.43,1.49,1.44,1.93,healthy
23.53,23.53,-58.0,79.0,1021.0,10.0,0.0,47.0,unhealthy
22.83,22.01,-51.0,73.0,1023.0,10.0,0.0,47.0,unhealthy
32.8,35.2,1.4,1.76,1.7,1.8,1.88,1.57,healthy
18.26,18.26,17835600.0,108.0,945.312,2.0,0.0,8.0,unhealthy
23.33,23.33,-62.0,94.0,1024.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-54.0,82.0,1014.0,10.0,0.0,47.0,unhealthy
30.6,30.9,1.15,1.15,1.87,1.39,1.32,1.44,healthy
18.22,18.22,17835500.0,97.0,954.102,2.0,0.0,8.0,unhealthy
18.39,18.39,17835600.0,102.0,967.285,2.0,0.0,8.0,unhealthy
30.2,39.7,1.54,1.66,1.8,1.38,1.62,1.22,healthy
23.62,23.62,-54.0,80.0,1022.0,10.0,0.0,47.0,unhealthy
30.3,33.1,1.25,1.8,1.07,1.63,1.13,1.01,healthy
17.96,17.96,17835600.0,81.0,983.398,2.0,0.0,8.0,unhealthy
23.59,23.59,-50.0,100.0,1021.0,10.0,0.0,47.0,unhealthy
32.8,37.2,1.43,1.49,1.54,1.85,1.08,1.42,healthy
18.19,18.19,17835600.0,104.0,984.375,2.0,0.0,8.0,unhealthy
36.3,38.6,1.52,1.36,1.09,1.05,1.72,1.42,healthy
22.83,22.04,-52.0,89.0,1010.0,10.0,0.0,47.0,unhealthy
36.7,37.0,1.22,1.32,1.78,1.69,1.61,1.62,healthy
23.56,23.56,-54.0,79.0,1018.0,10.0,0.0,47.0,unhealthy
23.59,23.59,-45.0,90.0,1012.0,10.0,0.0,47.0,unhealthy
22.83,22.01,-53.0,84.0,1022.0,10.0,0.0,47.0,unhealthy
32.7,33.6,1.16,1.93,1.34,1.37,1.49,1.92,healthy
18.13,18.13,17835600.0,109.0,946.777,2.0,0.0,8.0,unhealthy
31.0,30.5,1.91,1.02,1.11,1.53,1.05,1.7,healthy
37.6,37.8,1.79,1.89,1.31,1.5,1.72,1.51,healthy
23.49,23.49,-50.0,81.0,1023.0,10.0,0.0,47.0,unhealthy
34.8,35.9,1.9,1.71,1.99,1.07,1.78,1.5,healthy
32.6,37.1,1.36,1.14,1.91,1.15,1.71,1.46,healthy
23.49,23.49,-50.0,93.0,1024.0,10.0,0.0,47.0,unhealthy
35.3,33.7,1.32,1.42,1.17,1.59,1.88,1.43,healthy
17.83,17.83,17835600.0,98.0,977.539,2.0,0.0,8.0,unhealthy
33.0,31.2,1.28,1.99,1.25,1.94,1.95,1.21,healthy
18.49,18.49,17835600.0,78.0,945.312,2.0,0.0,9.0,unhealthy
23.33,23.33,-51.0,85.0,1007.0,10.0,0.0,47.0,unhealthy
37.2,34.8,1.27,1.34,1.68,1.02,1.07,1.52,healthy
18.13,18.13,17835600.0,87.0,939.941,2.0,0.0,8.0,unhealthy
18.49,18.49,17835500.0,66.0,947.754,2.0,0.0,9.0,unhealthy
23.13,23.13,-47.0,85.0,1023.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-43.0,92.0,1025.0,10.0,0.0,47.0,unhealthy
23.36,23.36,-49.0,73.0,1023.0,10.0,0.0,47.0,unhealthy
30.1,31.6,1.52,1.27,1.11,1.63,1.07,1.21,healthy
31.4,32.7,1.03,1.79,1.76,1.15,1.35,1.7,healthy
36.5,36.2,1.04,1.89,1.94,1.8,1.21,1.07,healthy
39.0,35.9,1.75,1.58,1.02,1.73,1.04,1.93,healthy
23.56,23.56,-54.0,82.0,1014.0,10.0,0.0,47.0,unhealthy
36.9,39.8,1.13,1.96,1.09,1.14,1.1,1.18,healthy
34.4,35.6,1.92,1.55,1.14,1.99,1.02,1.34,healthy
23.56,23.56,-50.0,76.0,1020.0,10.0,0.0,47.0,unhealthy
23.59,23.59,-50.0,100.0,1021.0,10.0,0.0,47.0,unhealthy
36.1,37.2,1.26,1.65,1.24,1.07,1.23,1.76,healthy
18.45,18.45,17835600.0,64.0,948.242,2.0,0.0,9.0,unhealthy
23.46,23.46,-59.0,75.0,1011.0,10.0,0.0,47.0,unhealthy
23.49,23.49,-45.0,80.0,1021.0,10.0,0.0,47.0,unhealthy
35.8,32.5,1.12,1.47,1.89,1.13,1.7,1.5,healthy
36.7,39.8,2.0,1.61,1.57,1.48,1.48,1.92,healthy
37.5,37.3,1.75,1.04,1.66,1.47,1.37,1.59,healthy
18.36,18.36,17835600.0,94.0,979.98,2.0,0.0,8.0,unhealthy
32.1,34.7,1.44,1.75,1.96,1.86,1.25,1.02,healthy
23.43,23.43,-59.0,84.0,1021.0,10.0,0.0,47.0,unhealthy
38.4,36.6,1.67,1.86,1.4,1.38,1.33,1.79,healthy
18.26,18.26,17835600.0,108.0,945.312,2.0,0.0,8.0,unhealthy
18.42,18.42,17835600.0,109.0,954.102,2.0,0.0,8.0,unhealthy
36.9,31.1,1.96,1.41,1.79,1.79,1.52,1.68,healthy
23.46,23.46,-40.0,87.0,1020.0,10.0,0.0,47.0,unhealthy
34.1,36.3,1.47,1.44,1.95,1.1,1.69,1.87,healthy
23.49,23.49,-50.0,81.0,1023.0,10.0,0.0,47.0,unhealthy
31.6,39.3,1.66,1.52,1.99,1.45,1.06,1.63,healthy
23.39,23.39,-43.0,75.0,1035.0,10.0,0.0,47.0,unhealthy
33.1,31.8,1.07,1.25,1.14,1.03,1.88,1.95,healthy
23.49,23.49,-62.0,90.0,1019.0,10.0,0.0,47.0,unhealthy
32.3,36.2,1.13,1.22,1.04,1.93,1.92,1.73,healthy
18.29,18.29,17835600.0,106.0,981.445,2.0,0.0,8.0,unhealthy
18.16,18.16,17835600.0,87.0,924.805,2.0,0.0,8.0,unhealthy
36.5,31.6,1.76,1.61,1.31,1.23,1.39,1.96,healthy
36.2,34.9,1.42,1.8,1.95,1.95,1.68,1.63,healthy
39.9,39.2,1.73,1.1,1.57,1.89,1.04,1.64,healthy
31.9,39.0,1.8,1.93,1.21,1.08,1.29,1.33,healthy
18.13,18.13,17835600.0,104.0,928.223,2.0,0.0,8.0,unhealthy
18.49,18.49,17835500.0,85.0,963.867,2.0,0.0,9.0,unhealthy
18.29,18.29,17835600.0,86.0,941.406,2.0,0.0,8.0,unhealthy
35.5,31.0,1.04,1.89,1.83,1.85,1.27,1.26,healthy
23.46,23.46,-55.0,81.0,1025.0,10.0,0.0,47.0,unhealthy
38.2,33.4,1.73,1.34,1.69,1.07,1.45,1.01,healthy
23.49,23.49,-49.0,79.0,1021.0,10.0,0.0,47.0,unhealthy
18.03,18.03,17835600.0,105.0,943.359,2.0,0.0,8.0,unhealthy
18.49,18.49,17835500.0,92.0,965.82,2.0,0.0,9.0,unhealthy
35.3,38.2,1.82,1.86,1.69,1.72,1.87,1.53,healthy
23.13,23.13,-49.0,83.0,1011.0,10.0,0.0,47.0,unhealthy
23.16,23.16,-49.0,83.0,1011.0,10.0,0.0,47.0,unhealthy
18.36,18.36,17835500.0,85.0,945.801,2.0,0.0,8.0,unhealthy
32.6,30.6,1.96,1.95,1.03,1.74,1.32,1.06,healthy
23.53,23.53,-53.0,85.0,1038.0,10.0,0.0,47.0,unhealthy
18.32,18.32,17835500.0,75.0,967.285,2.0,0.0,8.0,unhealthy
18.42,18.42,17835600.0,103.0,970.215,2.0,0.0,8.0,unhealthy
35.5,33.4,1.23,1.21,1.54,1.87,1.08,1.21,healthy
18.49,18.49,17835600.0,78.0,945.312,2.0,0.0,9.0,unhealthy
30.3,39.8,1.56,1.47,1.68,1.05,1.54,1.17,healthy
38.5,37.7,1.51,1.06,1.45,1.95,1.17,1.48,healthy
33.8,33.4,1.75,1.29,1.33,1.75,1.2,1.82,healthy
38.6,30.8,1.34,1.3,1.26,1.44,1.54,1.47,healthy
23.36,23.36,-49.0,73.0,1023.0,10.0,0.0,47.0,unhealthy
18.39,18.39,17835600.0,102.0,988.77,2.0,0.0,8.0,unhealthy
23.49,23.49,-58.0,79.0,1021.0,10.0,0.0,47.0,unhealthy
17.83,17.83,17835600.0,98.0,977.539,2.0,0.0,8.0,unhealthy
22.93,22.01,-46.0,86.0,1018.0,10.0,0.0,47.0,unhealthy
38.6,38.2,1.85,1.37,1.23,1.02,1.87,1.49,healthy
18.45,18.45,17835500.0,96.0,965.82,2.0,0.0,9.0,unhealthy
37.2,38.2,1.42,1.05,1.4,1.04,1.1,1.86,healthy
23.53,23.53,-43.0,92.0,1025.0,10.0,0.0,47.0,unhealthy
34.3,32.8,1.91,1.16,1.1,1.28,1.75,1.06,healthy
23.33,23.33,-61.0,86.0,1020.0,10.0,0.0,47.0,unhealthy
23.59,23.59,-50.0,84.0,1020.0,10.0,0.0,47.0,unhealthy
17.83,17.83,17835600.0,98.0,977.539,2.0,0.0,8.0,unhealthy
22.8,22.01,-51.0,73.0,1023.0,10.0,0.0,47.0,unhealthy
37.4,38.7,1.86,1.27,1.63,1.36,1.52,1.62,healthy
23.39,23.39,-48.0,77.0,1031.0,10.0,0.0,47.0,unhealthy
17.9,17.9,17835600.0,78.0,935.059,2.0,0.0,8.0,unhealthy
30.9,36.3,1.96,1.25,1.89,1.79,1.5,1.25,healthy
23.56,23.56,-60.0,83.0,1025.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-43.0,92.0,1025.0,10.0,0.0,47.0,unhealthy
32.0,31.6,1.87,1.12,1.84,1.84,1.79,1.31,healthy
23.46,23.46,-56.0,76.0,1034.0,10.0,0.0,47.0,unhealthy
18.45,18.45,17835500.0,90.0,949.707,2.0,0.0,9.0,unhealthy
39.9,38.1,1.99,1.62,1.9,1.18,1.67,1.89,healthy
34.3,36.0,1.15,1.18,1.1,1.03,1.12,1.57,healthy
35.7,39.4,1.55,1.4,1.57,1.49,1.44,1.73,healthy
30.9,34.7,1.94,1.84,1.65,1.51,1.15,1.48,healthy
18.03,18.03,17835600.0,105.0,943.359,2.0,0.0,8.0,unhealthy
37.6,38.0,1.25,1.74,1.42,1.88,1.15,1.6,healthy
22.83,22.01,-52.0,89.0,1010.0,10.0,0.0,47.0,unhealthy
18.36,18.36,17835600.0,70.0,963.867,2.0,0.0,8.0,unhealthy
37.9,30.8,1.97,1.35,1.55,1.42,1.84,1.61,healthy
38.9,38.2,1.28,1.81,1.37,1.58,1.62,1.24,healthy
22.87,22.01,-47.0,86.0,1016.0,10.0,0.0,47.0,unhealthy
34.5,32.1,1.39,1.81,1.95,1.78,1.18,1.04,healthy
23.16,23.16,-47.0,85.0,1023.0,10.0,0.0,47.0,unhealthy
33.3,31.8,1.4,1.82,1.14,1.18,1.38,1.76,healthy
23.39,23.39,-46.0,84.0,1014.0,10.0,0.0,47.0,unhealthy
32.9,30.1,1.81,1.46,1.06,1.07,1.92,1.87,healthy
33.1,34.5,1.74,1.74,1.58,1.4,1.54,1.53,healthy
23.53,23.53,-43.0,92.0,1025.0,10.0,0.0,47.0,unhealthy
38.9,31.7,1.32,1.6,1.76,1.76,1.53,1.26,healthy
18.26,18.26,17835600.0,108.0,945.312,2.0,0.0,8.0,unhealthy
34.0,32.4,1.09,1.2,1.46,1.5,1.07,1.99,healthy
18.16,18.16,17835600.0,101.0,950.195,2.0,0.0,8.0,unhealthy
36.2,34.9,1.82,1.55,1.11,1.41,1.81,1.71,healthy
30.5,39.9,1.96,1.85,1.48,1.4,1.86,1.21,healthy
23.53,23.53,-58.0,79.0,1021.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-54.0,78.0,1022.0,10.0,0.0,47.0,unhealthy
18.13,18.13,17835600.0,79.0,945.312,2.0,0.0,8.0,unhealthy
34.9,31.2,1.99,1.76,1.45,1.86,1.57,1.18,healthy
32.2,38.3,1.29,1.4,1.81,1.42,1.26,1.35,healthy
30.7,32.2,1.32,1.85,1.53,1.13,1.78,1.52,healthy
23.56,23.56,-50.0,73.0,1016.0,10.0,0.0,47.0,unhealthy
34.6,38.0,1.37,1.96,1.94,1.26,1.76,1.79,healthy
36.2,30.1,1.2,1.11,1.18,1.71,1.7,1.53,healthy
33.8,34.2,1.21,1.6,1.81,1.37,1.65,1.17,healthy
36.7,30.7,1.54,1.6,1.99,1.92,1.05,1.08,healthy
39.2,33.1,1.72,1.25,1.59,1.52,1.74,1.22,healthy
35.5,32.7,1.64,1.4,1.69,1.98,1.59,1.51,healthy
23.49,23.49,-50.0,81.0,1023.0,10.0,0.0,47.0,unhealthy
18.09,18.09,17835600.0,106.0,971.68,2.0,0.0,8.0,unhealthy
31.0,38.6,1.31,1.28,1.83,1.4,1.72,1.85,healthy
23.53,23.53,-57.0,85.0,1023.0,10.0,0.0,47.0,unhealthy
23.43,23.43,-49.0,85.0,1019.0,10.0,0.0,47.0,unhealthy
35.7,34.4,1.35,1.93,1.23,1.07,1.17,1.45,healthy
36.6,31.1,1.09,1.23,1.27,1.16,1.7,1.21,healthy
33.0,35.0,1.74,1.28,1.59,1.98,1.23,1.27,healthy
23.56,23.56,-48.0,84.0,1017.0,10.0,0.0,47.0,unhealthy
35.1,31.9,1.45,1.61,1.81,1.74,1.83,1.27,healthy
31.2,30.0,1.89,1.14,1.93,1.39,1.58,1.52,healthy
39.7,36.3,1.84,1.81,1.28,1.26,1.03,1.97,healthy
30.3,31.4,1.41,1.3,1.78,1.77,1.29,1.61,healthy
31.0,38.4,1.03,1.57,1.35,1.76,1.29,1.2,healthy
34.0,32.6,1.3,1.49,1.86,1.11,1.78,1.87,healthy
34.1,30.1,1.37,1.41,1.3,1.86,1.58,1.43,healthy
36.1,34.3,1.74,1.69,1.6,1.11,1.26,1.04,healthy
23.39,23.39,-49.0,70.0,1027.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-46.0,77.0,1024.0,10.0,0.0,47.0,unhealthy
23.62,23.62,-53.0,86.0,1022.0,10.0,0.0,47.0,unhealthy
18.26,18.26,17835600.0,108.0,945.312,2.0,0.0,8.0,unhealthy
23.46,23.46,-53.0,78.0,1016.0,10.0,0.0,47.0,unhealthy
36.8,39.3,1.75,1.9,1.82,1.35,1.45,1.44,healthy
38.4,31.8,1.41,1.54,1.01,1.85,1.8,1.27,healthy
18.45,18.45,17835500.0,82.0,939.453,2.0,0.0,9.0,unhealthy
36.6,32.7,1.74,1.54,1.39,1.26,1.57,1.32,healthy
22.97,22.04,-53.0,86.0,1017.0,10.0,0.0,47.0,unhealthy
23.46,23.46,-59.0,75.0,1011.0,10.0,0.0,47.0,unhealthy
39.4,37.7,1.82,1.37,1.29,1.9,1.46,1.76,healthy
30.5,35.1,1.05,1.09,1.65,1.87,1.23,1.0,healthy
38.4,32.0,1.8,1.77,1.82,1.52,1.73,1.17,healthy
22.9,22.01,-38.0,73.0,1012.0,10.0,0.0,47.0,unhealthy
17.83,17.83,17835500.0,78.0,966.309,2.0,0.0,8.0,unhealthy
18.13,18.13,17835600.0,78.0,952.148,2.0,0.0,8.0,unhealthy
36.2,32.0,1.31,1.76,1.81,1.34,1.58,1.03,healthy
23.56,23.56,-54.0,82.0,1014.0,10.0,0.0,47.0,unhealthy
18.22,18.22,17835600.0,79.0,933.594,2.0,0.0,8.0,unhealthy
38.2,36.1,1.88,1.01,1.17,1.37,1.05,1.43,healthy
37.8,38.9,1.33,1.53,1.22,1.92,1.94,1.98,healthy
30.9,37.9,1.27,1.01,1.16,1.32,1.21,1.79,healthy
33.5,30.6,1.97,1.34,1.73,1.83,1.22,1.77,healthy
23.59,23.59,-50.0,100.0,1021.0,10.0,0.0,47.0,unhealthy
32.3,35.5,1.88,1.35,1.53,1.62,1.69,1.04,healthy
23.56,23.56,-54.0,79.0,1018.0,10.0,0.0,47.0,unhealthy
23.46,23.46,-61.0,75.0,1025.0,10.0,0.0,47.0,unhealthy
23.49,23.49,-49.0,79.0,1021.0,10.0,0.0,47.0,unhealthy
38.1,36.6,1.34,1.82,1.68,1.61,1.96,1.67,healthy
36.2,30.6,1.92,1.12,1.01,1.55,1.74,1.61,healthy
23.39,23.39,-50.0,82.0,1025.0,10.0,0.0,47.0,unhealthy
36.1,30.4,1.87,1.82,1.58,1.05,1.77,1.57,healthy
18.09,18.09,17835600.0,87.0,980.469,2.0,0.0,8.0,unhealthy
38.2,30.2,1.79,1.96,1.65,1.39,1.46,1.44,healthy
18.19,18.19,17835600.0,96.0,964.844,2.0,0.0,8.0,unhealthy
22.9,22.01,-38.0,73.0,1012.0,10.0,0.0,47.0,unhealthy
35.7,33.3,1.35,1.36,1.6,1.02,1.88,1.48,healthy
23.43,23.43,-62.0,77.0,1031.0,10.0,0.0,47.0,unhealthy
23.39,23.39,-54.0,94.0,1014.0,10.0,0.0,47.0,unhealthy
22.93,22.01,-48.0,90.0,1020.0,10.0,0.0,47.0,unhealthy
36.6,34.4,1.49,1.66,1.48,1.04,1.76,1.1,healthy
36.4,38.0,1.25,1.82,1.56,1.05,1.98,1.83,healthy
23.13,23.13,-49.0,83.0,1011.0,10.0,0.0,47.0,unhealthy
18.16,18.16,17835600.0,102.0,970.703,2.0,0.0,8.0,unhealthy
23.56,23.56,-55.0,96.0,1025.0,10.0,0.0,47.0,unhealthy
23.46,23.46,-59.0,75.0,1011.0,10.0,0.0,47.0,unhealthy
23.46,23.46,-57.0,77.0,1014.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-52.0,73.0,1019.0,10.0,0.0,47.0,unhealthy
23.49,23.49,-37.0,82.0,1014.0,10.0,0.0,47.0,unhealthy
33.5,37.4,1.95,1.48,1.22,1.05,1.96,1.28,healthy
18.42,18.42,17835600.0,70.0,940.43,2.0,0.0,8.0,unhealthy
23.53,23.53,-54.0,79.0,1018.0,10.0,0.0,47.0,unhealthy
23.33,23.33,-61.0,86.0,1020.0,10.0,0.0,47.0,unhealthy
23.43,23.43,-59.0,84.0,1021.0,10.0,0.0,47.0,unhealthy
34.3,39.1,1.11,1.53,1.21,1.57,1.17,1.43,healthy
23.43,23.43,-55.0,83.0,1022.0,10.0,0.0,47.0,unhealthy
18.36,18.36,17835600.0,94.0,937.012,2.0,0.0,8.0,unhealthy
17.96,17.96,17835600.0,89.0,979.98,2.0,0.0,8.0,unhealthy
18.49,18.49,17835600.0,97.0,976.562,2.0,0.0,9.0,unhealthy
38.4,35.4,1.02,1.46,2.0,1.04,1.2,1.35,healthy
23.43,23.43,-57.0,77.0,1014.0,10.0,0.0,47.0,unhealthy
37.7,36.0,1.43,1.36,1.24,1.88,1.21,1.1,healthy
23.62,23.62,-53.0,86.0,1022.0,10.0,0.0,47.0,unhealthy
31.7,36.7,1.55,1.32,1.17,1.93,1.47,1.79,healthy
18.29,18.29,17835600.0,87.0,965.332,2.0,0.0,8.0,unhealthy
23.49,23.49,-46.0,82.0,1012.0,10.0,0.0,47.0,unhealthy
35.0,30.2,1.82,1.24,1.23,1.54,1.63,1.01,healthy
18.45,18.45,17835500.0,78.0,946.777,2.0,0.0,9.0,unhealthy
34.7,35.3,1.6,1.76,1.22,1.6,1.94,1.58,healthy
36.3,34.8,1.31,1.57,1.57,1.28,1.33,1.99,healthy
17.96,17.96,17835600.0,81.0,983.398,2.0,0.0,8.0,unhealthy
23.43,23.43,-57.0,77.0,1014.0,10.0,0.0,47.0,unhealthy
38.7,39.5,1.84,1.32,1.9,1.14,1.69,1.88,healthy
22.87,22.01,-61.0,84.0,1024.0,10.0,0.0,47.0,unhealthy
22.97,22.01,-62.0,81.0,1014.0,10.0,0.0,47.0,unhealthy
39.0,35.3,1.83,1.85,1.78,1.96,1.17,1.59,healthy
23.56,23.56,-54.0,79.0,1018.0,10.0,0.0,47.0,unhealthy
30.7,32.2,1.94,1.99,1.23,1.23,1.75,1.52,healthy
18.16,18.16,17835600.0,89.0,958.496,2.0,0.0,8.0,unhealthy
18.19,18.19,17835600.0,80.0,963.867,2.0,0.0,8.0,unhealthy
23.49,23.49,-46.0,82.0,1012.0,10.0,0.0,47.0,unhealthy
33.3,37.7,1.48,1.62,1.11,1.39,1.65,1.96,healthy
38.1,37.1,1.31,1.78,1.79,1.65,1.68,1.97,healthy
34.8,38.8,1.44,1.09,1.48,1.59,1.44,1.93,healthy
39.5,36.9,1.62,1.6,1.91,1.43,1.79,1.28,healthy
30.0,31.0,1.19,1.39,1.41,2.0,1.09,1.19,healthy
33.1,36.3,1.46,1.72,1.14,1.75,1.31,1.79,healthy
39.1,35.3,1.45,1.14,1.06,1.07,1.43,1.93,healthy
23.59,23.59,-50.0,100.0,1021.0,10.0,0.0,47.0,unhealthy
37.5,34.4,1.97,1.79,1.76,1.48,1.51,1.46,healthy
23.46,23.46,-59.0,75.0,1011.0,10.0,0.0,47.0,unhealthy
23.56,23.56,-54.0,79.0,1018.0,10.0,0.0,47.0,unhealthy
30.4,35.8,1.73,1.81,1.51,1.45,1.72,1.28,healthy
39.8,37.4,1.07,1.06,1.8,1.41,1.15,1.67,healthy
17.93,17.93,17835600.0,98.0,952.637,2.0,0.0,8.0,unhealthy
23.39,23.39,-48.0,81.0,1013.0,10.0,0.0,47.0,unhealthy
33.9,36.3,1.24,1.69,1.96,1.74,1.58,1.64,healthy
18.49,18.49,17835600.0,96.0,945.312,2.0,0.0,9.0,unhealthy
17.8,17.8,17835600.0,98.0,977.539,2.0,0.0,8.0,unhealthy
38.3,38.4,1.78,1.12,1.38,1.25,1.47,1.22,healthy
23.39,23.39,-46.0,84.0,1014.0,10.0,0.0,47.0,unhealthy
23.53,23.53,-43.0,92.0,1025.0,10.0,0.0,47.0,unhealthy
23.46,23.46,-59.0,84.0,1021.0,10.0,0.0,47.0,unhealthy
30.9,33.4,1.53,1.53,1.03,1.18,1.1,1.53,healthy
34.7,36.2,1.88,1.77,1.22,1.47,1.39,1.91,healthy
35.7,31.7,1.61,1.23,1.28,1.9,1.67,1.35,healthy
39.6,38.8,1.44,1.66,1.92,1.14,1.13,1.32,healthy
23.39,23.39,-54.0,82.0,1026.0,10.0,0.0,47.0,unhealthy
17.99,17.99,17835600.0,106.0,952.637,2.0,0.0,8.0,unhealthy
37.6,34.5,1.07,1.26,1.3,1.51,1.91,1.58,healthy
23.39,23.39,-56.0,69.0,1016.0,10.0,0.0,47.0,unhealthy
31.5,30.7,1.13,1.84,1.16,1.46,1.52,1.34,healthy
