temperature_one,temperature_two,vibration_x,vibration_y,vibration_z,magnetic_flux_x,magnetic_flux_y,magnetic_flux_z,health_status
18.88,18.29,0.01,0.05,0.17,0.265,0.095,0.115,healthy
19.01,19.01,-5.0,-111.0,-1006.0,2.0,3.0,10.0,unhealthy
22.6,18.59,0.01,0.04,0.17,0.272,0.094,0.115,warning
22.37,18.92,0.02,0.05,0.19,0.271,0.093,0.115,healthy
20.86,17.93,0.0,0.04,0.19,0.267,0.094,0.115,warning
22.14,16.68,0.01,0.04,0.19,0.269,0.093,0.115,healthy
18.26,18.26,19.0,-13.0,-1020.0,13.0,10.0,26.0,unhealthy
22.64,18.55,0.0,0.05,0.16,0.272,0.094,0.115,warning
22.04,18.36,0.02,0.05,0.17,0.268,0.094,0.115,healthy
22.67,18.92,0.03,0.06,0.15,0.271,0.093,0.115,warning
19.74,19.74,0.12,-0.97,1.02,1.73,2.88,10.42,unhealthy
949.72,949.72,62.0117,-46.875,-1996.3,263.25,159.9,996.45,unhealthy
949.72,949.72,0.0126953,0.0341797,-1.99779,587.85,455.25,1677.0,unhealthy
19.11,19.11,8.0,-179.0,-1013.0,6.0,4.0,45.0,unhealthy
19.31,19.31,-5.0,-184.0,-1005.0,6.0,4.0,45.0,unhealthy
21.62,16.28,0.01,0.03,0.13,0.268,0.093,0.115,warning
19.3435,19.3435,4.88281,46.3867,-1988.97,1753.05,438.9,3835.5,unhealthy
22.77,19.08,0.04,0.05,0.14,0.272,0.093,0.115,warning
22.9,18.72,0.04,0.06,0.13,0.272,0.093,0.115,warning
22.7,18.59,0.01,0.02,0.11,0.272,0.095,0.115,healthy
18.95,18.26,0.01,0.02,0.14,0.264,0.094,0.115,warning
22.64,18.55,0.04,0.04,0.13,0.272,0.094,0.115,warning
19.8702,19.8702,0.308105,-0.909869,0.982422,0.0105,4.6995,11.298,unhealthy
22.57,18.55,0.03,0.03,0.17,0.272,0.094,0.115,healthy
22.74,18.59,0.03,0.06,0.15,0.271,0.094,0.115,healthy
23.2,19.08,0.02,0.02,0.15,0.271,0.095,0.115,healthy
949.72,949.72,0.00146484,0.0322266,-2.00804,587.85,455.55,1677.45,unhealthy
21.68,18.42,0.02,0.0,0.12,0.269,0.094,0.115,healthy
949.72,949.72,0.0205078,0.043457,-2.01,559.05,412.05,1462.5,unhealthy
22.9,18.85,0.01,0.05,0.15,0.272,0.093,0.115,healthy
22.7,18.55,0.03,0.02,0.15,0.272,0.094,0.115,warning
22.9,18.59,0.03,0.03,0.16,0.272,0.094,0.115,warning
22.64,18.62,0.04,0.01,0.13,0.27,0.094,0.115,warning
20.0,16.25,0.11,0.02,0.15,0.541,0.058,0.115,warning
22.6,18.55,0.02,0.03,0.14,0.272,0.094,0.115,healthy
22.74,18.59,0.03,0.06,0.16,0.272,0.094,0.115,healthy
22.27,16.88,0.01,0.03,0.17,0.269,0.094,0.115,healthy
22.6,18.55,0.04,0.01,0.12,0.272,0.094,0.115,warning
18.29,18.29,22.0,-5.0,-1016.0,13.0,10.0,26.0,unhealthy
949.72,949.72,45.8984,-49.3164,-2010.46,187.8,251.1,826.5,unhealthy
22.9,18.72,0.0,0.03,0.16,0.272,0.093,0.115,warning
949.72,949.72,45.8984,-38.5742,-1988.97,262.5,157.2,994.65,unhealthy
19.5739,19.5739,87.8906,7.32422,-1986.04,209.55,594.15,1330.95,unhealthy
949.72,949.72,60.5469,-41.0156,-1991.41,262.5,159.9,995.25,unhealthy
22.6,18.55,0.04,0.04,0.15,0.272,0.093,0.115,healthy
949.72,949.72,0.0830078,-0.0493164,-2.00414,63.3,13.05,274.5,unhealthy
20.79,15.96,0.0,0.01,0.13,0.267,0.094,0.115,healthy
22.87,19.05,0.03,0.07,0.15,0.271,0.093,0.115,warning
20.07,16.35,0.07,0.03,0.2,0.54,0.059,0.115,healthy
22.27,16.91,0.0,0.01,0.13,0.271,0.093,0.115,warning
20.56,17.3,0.01,0.05,0.17,0.267,0.095,0.115,healthy
22.6,18.52,0.01,0.06,0.19,0.271,0.092,0.115,warning
22.97,18.65,0.06,0.05,0.16,0.272,0.093,0.115,healthy
22.37,18.78,0.01,0.05,0.19,0.269,0.094,0.115,healthy
22.6,18.59,0.01,0.05,0.17,0.272,0.094,0.115,healthy
21.06,16.22,0.01,0.06,0.17,0.267,0.093,0.115,healthy
20.76,17.9,0.03,0.05,0.16,0.267,0.094,0.115,healthy
22.34,18.95,0.01,0.05,0.2,0.272,0.093,0.115,warning
22.6,18.59,0.01,0.05,0.15,0.271,0.094,0.115,warning
949.72,949.72,0.00341797,0.0351562,-2.00069,527.1,328.35,1758.0,unhealthy
21.71,18.65,0.01,0.01,0.15,0.268,0.094,0.115,healthy
22.41,18.82,0.03,0.05,0.16,0.27,0.093,0.115,healthy
21.78,18.39,0.02,0.02,0.12,0.269,0.093,0.115,healthy
22.8,19.08,0.02,0.04,0.18,0.271,0.093,0.115,warning
949.72,949.72,0.0224609,0.0405273,-1.99681,560.55,412.35,1461.45,unhealthy
22.14,18.78,0.0,0.01,0.15,0.271,0.093,0.115,warning
18.62,18.19,0.02,0.03,0.18,0.265,0.093,0.115,warning
22.64,18.59,0.03,0.05,0.16,0.273,0.094,0.115,warning
20.59,15.96,0.01,0.05,0.15,0.266,0.093,0.115,healthy
949.72,949.72,9.27734,39.5508,-1003.42,585.15,344.1,1794.0,unhealthy
23.16,17.8,0.03,0.03,0.13,0.269,0.094,0.115,warning
23.2,23.2,-5.0,117.0,977.0,15.0,1.0,43.0,unhealthy
22.08,16.38,0.04,0.03,0.12,0.266,0.095,0.115,warning
21.35,18.36,0.02,0.02,0.15,0.27,0.093,0.115,warning
22.14,18.78,0.02,0.04,0.14,0.271,0.093,0.115,warning
22.87,18.62,0.04,0.03,0.14,0.272,0.094,0.115,healthy
19.08,19.08,8.0,-179.0,-1013.0,6.0,4.0,45.0,unhealthy
949.72,949.72,0.0126953,0.0356445,-1.99779,585.0,455.1,1680.9,unhealthy
22.41,18.92,0.03,0.06,0.17,0.271,0.094,0.115,healthy
20.56,17.3,0.0,0.01,0.16,0.267,0.093,0.115,healthy
22.93,18.98,0.04,0.02,0.16,0.273,0.094,0.115,healthy
22.64,18.55,0.03,0.07,0.15,0.271,0.095,0.115,healthy
28.11,25.04,0.03,0.01,0.09,0.38,0.028,0.115,healthy
949.72,949.72,0.0151367,0.0429688,-1.98656,559.5,412.05,1462.8,unhealthy
949.72,949.72,0.00634766,0.0561523,-1.99095,558.6,412.95,1462.35,unhealthy
18.13,18.13,12.0,-20.0,-1014.0,0.0,0.0,0.0,unhealthy
19.34,19.34,-35.0,-126.0,-1019.0,1.0,1.0,8.0,unhealthy
22.57,18.59,0.02,0.05,0.16,0.272,0.093,0.115,warning
19.6727,19.6727,0.10498,-0.954791,1.01465,1.227,5.064,14.2455,unhealthy
22.64,18.55,0.04,0.04,0.19,0.271,0.093,0.115,healthy
22.6,18.52,0.03,0.06,0.16,0.272,0.094,0.115,warning
22.9,18.69,0.03,0.02,0.13,0.273,0.093,0.115,warning
22.6,18.55,0.02,0.02,0.14,0.272,0.093,0.115,warning
20.86,15.99,0.0,0.04,0.15,0.267,0.094,0.115,warning
21.85,16.28,0.02,0.04,0.15,0.267,0.094,0.115,healthy
22.9,18.78,0.02,0.04,0.13,0.272,0.094,0.115,healthy
22.11,16.38,0.01,0.02,0.17,0.267,0.093,0.115,warning
22.64,18.55,0.03,0.05,0.15,0.271,0.094,0.115,healthy
949.72,949.72,58.1055,-41.0156,-1986.04,261.9,158.85,994.8,unhealthy
22.27,18.69,0.03,0.04,0.12,0.27,0.095,0.115,healthy
949.72,949.72,0.00585938,0.0395508,-1.99535,585.45,455.4,1680.15,unhealthy
22.37,16.65,0.0,0.04,0.19,0.267,0.094,0.115,healthy
22.87,18.72,0.01,0.04,0.19,0.271,0.093,0.115,healthy
22.57,18.59,0.01,0.03,0.12,0.273,0.094,0.115,healthy
21.78,18.26,0.0,0.02,0.15,0.267,0.094,0.115,healthy
22.6,18.52,0.03,0.05,0.14,0.273,0.094,0.115,healthy
22.64,18.55,0.06,0.04,0.14,0.272,0.094,0.115,healthy
22.24,18.62,0.04,0.01,0.12,0.268,0.093,0.115,healthy
22.74,18.59,0.05,0.0,0.12,0.271,0.094,0.115,healthy
22.34,18.78,0.01,0.03,0.16,0.27,0.093,0.115,healthy
949.72,949.72,6.83594,-158.203,-1985.06,446.55,175.2,1665.9,unhealthy
949.72,949.72,20.0195,36.6211,-1014.16,161.4,83.4,892.2,unhealthy
20.63,17.67,0.01,0.03,0.15,0.268,0.094,0.115,healthy
22.6,18.55,0.02,0.03,0.16,0.273,0.095,0.115,warning
949.72,949.72,0.015625,0.0258789,-2.00316,585.6,456.75,1677.75,unhealthy
21.68,18.59,0.05,0.01,0.14,0.271,0.094,0.115,healthy
949.72,949.72,25.8789,25.8789,-1007.81,191.4,81.0,1014.15,unhealthy
20.66,17.6,0.01,0.03,0.16,0.267,0.094,0.115,healthy
22.67,18.55,0.04,0.04,0.16,0.272,0.093,0.115,warning
22.93,18.82,0.02,0.02,0.17,0.272,0.093,0.115,healthy
949.72,949.72,0.0224609,0.0419922,-1.98168,170.7,0.3,1086.45,unhealthy
949.72,949.72,72.2656,-53.2227,-1981.65,262.8,157.5,995.25,unhealthy
949.72,949.72,0.00292969,0.0478516,-1.99633,586.5,455.85,1677.15,unhealthy
22.9,18.78,0.06,0.04,0.15,0.273,0.094,0.115,warning
22.93,18.85,0.04,0.03,0.15,0.272,0.094,0.115,warning
22.64,18.55,0.0,0.02,0.14,0.272,0.093,0.115,warning
21.06,15.99,0.01,0.01,0.12,0.267,0.093,0.115,healthy
22.6,19.05,0.01,0.04,0.14,0.272,0.093,0.115,healthy
949.72,949.72,0.043457,0.0341797,-1.98509,171.45,0.75,1085.4,unhealthy
22.93,18.82,0.01,0.03,0.19,0.273,0.095,0.115,warning
19.2778,19.2778,5.85938,47.3633,-1997.27,1756.2,437.55,3830.55,unhealthy
949.72,949.72,32.7148,36.6211,-1014.65,128.4,76.35,871.8,unhealthy
20.59,17.53,0.04,0.01,0.1,0.267,0.092,0.115,warning
23.23,23.23,-14.0,116.0,972.0,15.0,1.0,43.0,unhealthy
22.64,18.55,0.0,0.04,0.18,0.271,0.094,0.115,warning
949.72,949.72,0.0839844,-0.0424805,-1.98168,63.6,13.35,273.9,unhealthy
20.79,17.86,0.01,0.03,0.15,0.268,0.092,0.115,warning
22.6,18.55,0.0,0.04,0.16,0.272,0.093,0.115,healthy
19.08,19.08,8.0,-179.0,-1013.0,6.0,4.0,45.0,unhealthy
22.64,18.55,0.0,0.05,0.16,0.271,0.093,0.115,healthy
20.66,17.7,0.03,0.05,0.18,0.267,0.093,0.115,warning
22.77,18.06,0.01,0.01,0.14,0.267,0.094,0.115,healthy
23.3,23.3,-16.0,98.0,963.0,14.0,1.0,43.0,unhealthy
22.37,18.82,0.03,0.04,0.15,0.271,0.093,0.115,healthy
19.67,19.67,0.09,-0.97,1.0,1.49,3.98,12.54,unhealthy
22.67,18.92,0.01,0.03,0.14,0.271,0.093,0.115,warning
23.33,23.33,-17.0,109.0,972.0,14.0,1.0,43.0,unhealthy
949.72,949.72,7.32422,18.0664,-1009.28,630.45,369.45,1872.45,unhealthy
22.44,18.45,0.01,0.01,0.17,0.271,0.093,0.115,warning
22.6,18.55,0.02,0.07,0.15,0.271,0.094,0.115,warning
18.26,18.26,30.0,-11.0,-1005.0,13.0,10.0,26.0,unhealthy
22.47,19.01,0.04,0.01,0.12,0.271,0.093,0.115,healthy
22.6,18.52,0.05,0.03,0.12,0.272,0.093,0.115,warning
19.15,19.15,5.0,-180.0,-1005.0,6.0,4.0,45.0,unhealthy
22.41,18.82,0.0,0.03,0.14,0.269,0.093,0.115,warning
949.72,949.72,62.5,-53.2227,-2004.6,262.8,158.25,996.0,unhealthy
949.72,949.72,0.0839844,-0.0332031,-1.99828,62.55,14.1,273.15,unhealthy
22.8,18.69,0.04,0.02,0.13,0.272,0.093,0.115,healthy
949.72,949.72,0.108398,-0.0458984,-1.98998,64.2,14.7,271.8,unhealthy
23.33,23.33,-16.0,98.0,963.0,14.0,1.0,43.0,unhealthy
949.72,949.72,0.00634766,0.0336914,-1.99242,586.2,454.2,1678.65,unhealthy
21.19,18.22,0.03,0.03,0.14,0.269,0.094,0.115,warning
22.6,18.52,0.02,0.04,0.16,0.271,0.095,0.115,warning
22.6,19.05,0.03,0.03,0.18,0.273,0.092,0.115,healthy
949.72,949.72,59.082,-44.9219,-1977.74,264.0,159.0,994.65,unhealthy
23.36,19.15,0.02,0.04,0.16,0.271,0.095,0.115,warning
19.18,19.18,5.0,-180.0,-1005.0,6.0,4.0,45.0,unhealthy
22.6,18.52,0.02,0.04,0.14,0.271,0.094,0.115,warning
22.6,18.55,0.03,0.03,0.14,0.271,0.094,0.115,warning
949.72,949.72,0.0942383,-0.0507812,-1.99877,66.15,13.05,272.4,unhealthy
949.72,949.72,-4.88281,25.8789,-1007.81,629.85,369.75,1872.3,unhealthy
22.6,18.55,0.04,0.02,0.14,0.272,0.094,0.115,warning
22.6,18.59,0.0,0.01,0.13,0.273,0.095,0.115,warning
22.27,18.62,0.02,0.05,0.15,0.269,0.094,0.115,healthy
949.72,949.72,0.027832,0.0439453,-1.99633,172.65,1.2,1084.8,unhealthy
23.33,18.36,0.03,0.06,0.17,0.27,0.093,0.115,healthy
22.97,18.85,0.03,0.05,0.16,0.272,0.093,0.115,healthy
20.59,15.89,0.0,0.01,0.13,0.267,0.092,0.115,warning
20.56,17.07,0.0,0.03,0.19,0.266,0.093,0.115,healthy
949.72,949.72,0.0180664,0.0341797,-1.99388,559.65,410.7,1462.35,unhealthy
20.07,21.68,0.03,0.61,0.98,0.214,0.27,4.238,unhealthy
22.31,18.92,0.0,0.02,0.15,0.27,0.093,0.115,healthy
22.7,19.05,0.05,0.05,0.14,0.271,0.094,0.115,warning
949.72,949.72,15.625,23.4375,-1021.97,126.9,78.3,869.25,unhealthy
949.72,949.72,29.7852,26.8555,-1007.32,126.0,77.7,870.6,unhealthy
22.77,17.9,0.01,0.07,0.12,0.268,0.094,0.115,warning
22.6,18.59,0.03,0.04,0.12,0.273,0.094,0.115,healthy
18.29,18.29,19.0,-13.0,-1020.0,13.0,10.0,26.0,unhealthy
949.72,949.72,0.0825195,-0.0327148,-2.00072,62.7,12.45,275.1,unhealthy
17.83,17.83,15.0,-15.0,-1003.0,15.0,9.0,26.0,unhealthy
21.52,18.65,0.01,0.03,0.13,0.267,0.093,0.115,healthy
22.57,18.55,0.02,0.03,0.14,0.273,0.093,0.115,warning
22.18,16.68,0.01,0.05,0.16,0.268,0.093,0.115,warning
949.72,949.72,0.0400391,0.0405273,-2.00072,171.6,1.2,1086.3,unhealthy
22.93,18.98,0.01,0.01,0.17,0.273,0.094,0.115,healthy
22.57,18.52,0.01,0.02,0.16,0.271,0.095,0.115,warning
22.57,18.55,0.04,0.05,0.15,0.272,0.094,0.115,warning
22.11,16.48,0.04,0.02,0.14,0.267,0.094,0.115,warning
22.57,18.59,0.03,0.05,0.16,0.272,0.095,0.115,healthy
19.94,20.27,0.02,0.62,0.96,0.218,0.274,4.24,unhealthy
20.53,16.51,0.02,0.0,0.14,0.266,0.093,0.115,healthy
949.72,949.72,0.019043,0.034668,-2.01,559.35,412.2,1461.9,unhealthy
21.58,18.42,0.03,0.05,0.14,0.27,0.095,0.115,healthy
949.72,949.72,-2.92969,34.1797,-992.188,631.05,369.15,1872.45,unhealthy
20.76,15.99,0.0,0.04,0.16,0.266,0.093,0.115,warning
22.47,18.95,0.04,0.04,0.17,0.272,0.093,0.115,warning
22.6,18.55,0.01,0.02,0.19,0.273,0.093,0.115,healthy
19.84,19.84,0.11,-0.97,1.01,1.73,2.85,10.41,unhealthy
23.39,19.18,0.04,0.05,0.14,0.271,0.093,0.115,warning
22.64,19.05,0.02,0.05,0.14,0.271,0.093,0.115,warning
22.54,18.55,0.03,0.02,0.14,0.272,0.094,0.115,healthy
22.41,18.85,0.04,0.04,0.16,0.271,0.093,0.115,warning
20.76,16.02,0.03,0.02,0.15,0.267,0.093,0.115,warning
19.4423,19.4423,-0.488281,-24.9023,-1989.95,1862.4,198.45,4124.1,unhealthy
22.7,18.92,0.01,0.04,0.15,0.27,0.093,0.115,warning
22.87,18.69,0.04,0.07,0.15,0.272,0.094,0.115,healthy
949.72,949.72,58.5938,-53.2227,-1995.81,263.1,158.55,995.85,unhealthy
18.29,18.29,20.0,-20.0,-1022.0,13.0,10.0,26.0,unhealthy
949.72,949.72,0.015625,0.0541992,-1.99144,561.9,420.6,1467.0,unhealthy
22.14,18.69,0.0,0.05,0.16,0.271,0.093,0.115,healthy
22.6,18.55,0.02,0.04,0.11,0.272,0.094,0.115,healthy
22.34,18.78,0.0,0.01,0.16,0.268,0.094,0.115,healthy
22.64,18.55,0.02,0.02,0.14,0.271,0.094,0.115,warning
949.72,949.72,0.0893555,-0.0385742,-1.99242,67.2,14.4,274.05,unhealthy
949.72,949.72,0.00390625,0.0395508,-2.00463,585.45,455.4,1677.6,unhealthy
22.6,18.59,0.02,0.05,0.14,0.272,0.093,0.115,warning
23.0,18.62,0.03,0.05,0.15,0.272,0.094,0.115,warning
22.6,18.55,0.0,0.02,0.17,0.272,0.094,0.115,warning
22.77,18.59,0.02,0.03,0.13,0.27,0.095,0.115,healthy
22.87,18.72,0.03,0.01,0.14,0.272,0.093,0.115,warning
20.5,16.48,0.02,0.04,0.14,0.265,0.092,0.115,warning
949.72,949.72,6.34766,31.25,-1006.35,629.1,369.75,1871.55,unhealthy
949.72,949.72,0.0200195,0.0385742,-1.99385,526.95,328.5,1758.9,unhealthy
22.6,18.59,0.01,0.04,0.19,0.272,0.095,0.115,warning
22.83,18.69,0.05,0.03,0.15,0.272,0.094,0.115,warning
22.31,18.75,0.04,0.06,0.16,0.271,0.093,0.115,warning
21.75,17.96,0.01,0.03,0.13,0.266,0.094,0.115,warning
22.6,18.55,0.04,0.03,0.14,0.273,0.094,0.115,healthy
22.6,18.55,0.03,0.03,0.16,0.271,0.093,0.115,warning
22.57,18.55,0.04,0.05,0.15,0.271,0.092,0.115,warning
22.77,18.62,0.01,0.03,0.12,0.271,0.092,0.115,healthy
22.6,18.55,0.04,0.05,0.16,0.271,0.094,0.115,warning
22.8,18.62,0.02,0.03,0.21,0.272,0.093,0.115,healthy
19.71,19.71,0.08,-0.98,1.01,1.49,4.0,12.53,unhealthy
22.6,18.55,0.05,0.02,0.14,0.27,0.093,0.115,warning
22.64,18.59,0.01,0.0,0.14,0.271,0.093,0.115,healthy
21.71,16.25,0.01,0.03,0.17,0.266,0.094,0.115,healthy
20.96,16.15,0.01,0.02,0.15,0.267,0.094,0.115,healthy
22.64,18.55,0.0,0.04,0.19,0.271,0.094,0.115,warning
949.72,949.72,64.9414,-56.1523,-1995.81,263.1,159.3,995.55,unhealthy
22.64,18.55,0.04,0.03,0.15,0.271,0.094,0.115,healthy
22.67,18.59,0.03,0.04,0.15,0.273,0.094,0.115,healthy
19.01,19.01,35.0,-155.0,-1001.0,0.0,0.0,0.0,unhealthy
22.6,18.55,0.02,0.05,0.17,0.272,0.094,0.115,warning
19.9,16.05,0.1,0.02,0.15,0.654,0.001,0.115,warning
21.48,17.37,0.01,0.05,0.2,0.267,0.093,0.115,warning
22.87,19.08,0.02,0.03,0.14,0.272,0.093,0.115,warning
19.11,19.11,-1.0,-263.0,-1003.0,2.0,6.0,13.0,unhealthy
22.47,19.01,0.0,0.07,0.15,0.271,0.093,0.115,warning
22.18,18.49,0.02,0.02,0.15,0.267,0.095,0.115,warning
22.93,18.62,0.04,0.06,0.16,0.271,0.093,0.115,warning
22.74,18.59,0.01,0.04,0.16,0.271,0.093,0.115,healthy
19.34,19.34,-14.0,-247.0,-989.0,2.0,6.0,13.0,unhealthy
16.91,17.3,0.01,0.04,0.18,0.623,0.108,0.115,warning
22.97,18.92,0.02,0.04,0.19,0.273,0.093,0.115,healthy
22.6,18.55,0.03,0.03,0.17,0.271,0.093,0.115,healthy
949.72,949.72,30.2734,27.3438,-1015.14,127.65,79.5,869.55,unhealthy
19.3435,19.3435,-9.27734,-24.4141,-2014.85,1856.7,202.5,4129.65,unhealthy
20.56,17.37,0.01,0.03,0.14,0.268,0.092,0.115,healthy
22.6,18.55,0.01,0.02,0.15,0.272,0.093,0.115,warning
21.22,16.28,0.04,0.06,0.15,0.267,0.093,0.115,warning
22.87,19.01,0.03,0.03,0.14,0.272,0.094,0.115,warning
949.72,949.72,61.0352,-39.5508,-1975.79,261.9,160.35,995.1,unhealthy
18.09,18.09,18.0,-9.0,-1004.0,0.0,0.0,0.0,unhealthy
20.0,16.19,0.08,0.01,0.17,0.539,0.058,0.115,warning
22.74,18.62,0.02,0.07,0.14,0.271,0.093,0.115,warning
22.27,18.72,0.01,0.05,0.17,0.271,0.094,0.115,warning
21.15,16.25,0.01,0.03,0.12,0.268,0.094,0.115,warning
22.57,18.55,0.02,0.05,0.16,0.272,0.095,0.115,healthy
22.6,18.55,0.02,0.04,0.14,0.271,0.093,0.115,warning
22.31,18.78,0.01,0.03,0.16,0.268,0.093,0.115,healthy
22.67,18.55,0.04,0.01,0.11,0.271,0.094,0.115,healthy
22.93,18.85,0.02,0.07,0.16,0.272,0.093,0.115,warning
21.19,16.25,0.0,0.03,0.17,0.267,0.092,0.115,healthy
949.72,949.72,0.0146484,0.0405273,-1.9973,585.9,456.75,1679.25,unhealthy
22.93,18.85,0.02,0.02,0.17,0.272,0.093,0.115,healthy
21.29,16.15,0.04,0.01,0.1,0.266,0.093,0.115,healthy
22.93,18.88,0.02,0.03,0.14,0.273,0.094,0.115,warning
22.67,18.59,0.0,0.0,0.17,0.272,0.094,0.115,healthy
22.37,18.82,0.02,0.03,0.17,0.269,0.092,0.115,warning
22.7,18.55,0.05,0.05,0.17,0.272,0.093,0.115,healthy
949.72,949.72,73.7305,-42.9688,-2008.5,262.65,159.6,995.1,unhealthy
21.98,18.72,0.04,0.02,0.13,0.271,0.093,0.115,warning
19.28,19.28,-5.0,-184.0,-1005.0,6.0,4.0,45.0,unhealthy
22.6,18.52,0.0,0.03,0.13,0.272,0.093,0.115,healthy
22.64,18.59,0.0,0.03,0.14,0.27,0.093,0.115,warning
17.86,17.86,27.0,-17.0,-1017.0,15.0,9.0,26.0,unhealthy
22.97,18.95,0.01,0.03,0.14,0.272,0.095,0.115,warning
22.6,18.55,0.02,0.04,0.13,0.271,0.095,0.115,warning
22.6,18.55,0.04,0.06,0.16,0.27,0.093,0.115,warning
22.9,18.82,0.04,0.04,0.15,0.273,0.093,0.115,healthy
949.72,949.72,0.034668,0.043457,-1.99633,171.15,2.1,1085.25,unhealthy
22.6,18.55,0.03,0.02,0.17,0.272,0.093,0.115,warning
21.68,17.8,0.02,0.05,0.17,0.267,0.093,0.115,warning
22.97,18.85,0.04,0.03,0.13,0.272,0.093,0.115,healthy
22.64,18.52,0.04,0.05,0.16,0.272,0.094,0.115,warning
22.74,19.01,0.04,0.05,0.16,0.272,0.094,0.115,healthy
20.63,17.63,0.01,0.04,0.18,0.267,0.093,0.115,healthy
20.66,15.96,0.0,0.06,0.19,0.267,0.093,0.115,warning
22.24,16.51,0.01,0.03,0.16,0.266,0.093,0.115,warning
19.74,19.74,0.1,-0.98,1.02,1.73,2.86,10.43,unhealthy
19.94,16.12,0.1,0.03,0.2,0.537,0.058,0.115,warning
19.4751,19.4751,-9.27734,-18.5547,-1999.71,1861.8,197.1,4124.55,unhealthy
23.03,19.05,0.03,0.05,0.17,0.27,0.094,0.115,warning
21.19,16.09,0.01,0.01,0.14,0.267,0.093,0.115,healthy
19.8372,19.8372,-252.441,935.547,-1152.06,489.6,301.8,767.7,unhealthy
22.9,18.85,0.05,0.04,0.15,0.272,0.095,0.115,healthy
22.01,18.75,0.01,0.03,0.17,0.271,0.095,0.115,healthy
22.57,18.55,0.05,0.05,0.14,0.271,0.095,0.115,warning
22.7,19.05,0.0,0.02,0.15,0.272,0.093,0.115,healthy
22.44,18.92,0.02,0.04,0.19,0.271,0.092,0.115,warning
949.72,949.72,8.78906,28.8086,-1026.86,158.4,83.4,890.4,unhealthy
22.93,19.01,0.02,0.05,0.19,0.273,0.093,0.115,warning
949.72,949.72,30.2734,28.8086,-1011.72,159.6,82.95,892.5,unhealthy
18.26,18.26,22.0,-5.0,-1016.0,13.0,10.0,26.0,unhealthy
949.72,949.72,0.0102539,0.0361328,-1.99974,558.75,410.1,1462.8,unhealthy
22.74,19.05,0.02,0.05,0.18,0.271,0.093,0.115,healthy
22.87,20.76,-13.0,121.0,974.0,13.0,1.0,43.0,unhealthy
22.64,18.55,0.02,0.01,0.12,0.271,0.093,0.115,healthy
23.0,18.62,0.04,0.06,0.19,0.272,0.094,0.115,warning
19.8702,19.8702,0.289551,-0.905963,0.973633,0.0135,4.6815,11.286,unhealthy
20.66,18.45,0.01,0.02,0.15,0.265,0.093,0.115,warning
23.23,17.93,0.04,0.03,0.14,0.27,0.093,0.115,healthy
20.86,17.93,0.01,0.05,0.15,0.269,0.094,0.115,healthy
22.67,19.05,0.0,0.02,0.15,0.271,0.094,0.115,warning
949.72,949.72,36.1328,37.1094,-1022.95,127.5,75.45,871.2,unhealthy
22.97,18.65,0.03,0.04,0.14,0.272,0.092,0.115,healthy
22.8,18.98,0.02,0.05,0.19,0.272,0.094,0.115,healthy
21.98,16.42,0.0,0.02,0.15,0.268,0.094,0.115,healthy
19.77,19.77,0.09,-0.97,1.01,1.74,2.85,10.41,unhealthy
22.97,18.82,0.05,0.04,0.13,0.273,0.093,0.115,healthy
21.29,16.25,0.01,0.06,0.16,0.268,0.093,0.115,warning
22.67,18.59,0.01,0.03,0.17,0.272,0.095,0.115,healthy
22.18,18.75,0.01,0.04,0.15,0.27,0.093,0.115,warning
949.72,949.72,0.0224609,0.0258789,-2.00365,586.35,455.55,1678.05,unhealthy
20.86,15.99,0.01,0.03,0.15,0.267,0.093,0.115,warning
19.41,18.32,0.02,0.03,0.17,0.266,0.094,0.115,warning
949.72,949.72,20.5078,42.9688,-1012.21,192.3,80.85,1014.75,unhealthy
20.92,15.99,0.02,0.04,0.17,0.267,0.092,0.115,warning
19.2447,19.2447,17.5781,47.8516,-1996.3,1756.35,436.65,3831.75,unhealthy
19.48,18.36,0.0,0.04,0.17,0.265,0.095,0.115,warning
22.64,18.55,0.0,0.06,0.16,0.273,0.093,0.115,warning
22.67,18.59,0.04,0.06,0.11,0.272,0.093,0.115,warning
21.32,16.25,0.02,0.01,0.13,0.268,0.093,0.115,healthy
22.93,18.69,0.02,0.05,0.15,0.272,0.093,0.115,warning
949.72,949.72,3.90625,28.3203,-1007.32,629.4,369.75,1872.6,unhealthy
22.74,17.04,0.04,0.04,0.12,0.269,0.094,0.115,warning
22.67,19.08,0.01,0.01,0.17,0.272,0.093,0.115,warning
949.72,949.72,3.90625,24.9023,-1039.06,630.9,368.1,1873.35,unhealthy
22.7,18.59,0.03,0.06,0.18,0.271,0.095,0.115,warning
949.72,949.72,27.3438,24.9023,-1003.91,126.9,77.55,869.25,unhealthy
22.64,18.55,0.02,0.0,0.17,0.271,0.093,0.115,warning
22.93,18.65,0.03,0.04,0.13,0.272,0.092,0.115,healthy
22.9,18.69,0.01,0.03,0.15,0.272,0.093,0.115,warning
21.06,18.06,0.01,0.03,0.14,0.267,0.093,0.115,healthy
17.76,17.76,21.0,-18.0,-1021.0,0.0,0.0,0.0,unhealthy
22.6,18.55,0.01,0.02,0.15,0.27,0.094,0.115,healthy
21.71,17.99,0.02,0.04,0.14,0.268,0.093,0.115,healthy
22.77,19.08,0.02,0.02,0.16,0.272,0.095,0.115,healthy
19.28,18.29,0.0,0.01,0.14,0.265,0.093,0.115,warning
